"struc","comp","ele_comb","reward","RL_step","cif"
"Full Formula (Li2 Cu5 Pt1)
Reduced Formula: Li2Cu5Pt
abc   :   5.198732   5.192870   5.215097
angles:  90.137344 118.143148 118.764477
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.821859  0.730016  0.409673
  1  Li    0.823374  0.23233   0.9099
  2  Cu    0.31997   0.228669  0.909292
  3  Cu    0.820804  0.729934  0.909314
  4  Cu    0.821422  0.231383  0.40943
  5  Pt    0.320471  0.230551  0.409373
  6  Cu    0.321983  0.730103  0.908507
  7  Cu    0.323142  0.731739  0.412029","Li2Cu5Pt","('Cu', 'Li', 'Pt')","0.8149461926416013","9","# generated using pymatgen
data_Li2Cu5Pt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.19873159
_cell_length_b   5.19286980
_cell_length_c   5.21509743
_cell_angle_alpha   90.13734395
_cell_angle_beta   118.14314797
_cell_angle_gamma   118.76447664
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2Cu5Pt
_chemical_formula_sum   'Li2 Cu5 Pt1'
_cell_volume   103.92295724
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.82185948  0.73001570  0.40967336  1
  Li  Li1  1  0.82337445  0.23232999  0.90989953  1
  Cu  Cu2  1  0.31996968  0.22866867  0.90929157  1
  Cu  Cu3  1  0.82080352  0.72993445  0.90931445  1
  Cu  Cu4  1  0.82142204  0.23138282  0.40942970  1
  Pt  Pt5  1  0.32047093  0.23055147  0.40937287  1
  Cu  Cu6  1  0.32198298  0.73010266  0.90850699  1
  Cu  Cu7  1  0.32314175  0.73173851  0.41202945  1
"
"Full Formula (Nd2 Be2 Si2)
Reduced Formula: NdBeSi
abc   :   4.160135   4.156151   6.780931
angles:  89.912146  89.535918  89.607547
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Be    0.015223  0.208475  0.561091
  1  Be    0.511979  0.708545  0.563367
  2  Si    0.013482  0.708732  0.377581
  3  Si    0.51479   0.20907   0.746282
  4  Nd    0.514397  0.20912   0.248261
  5  Nd    0.013383  0.708761  0.87651","NdBeSi","('Be', 'Nd', 'Si')","0.7480050153710938","9","# generated using pymatgen
data_NdBeSi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.16013536
_cell_length_b   4.15615141
_cell_length_c   6.78093052
_cell_angle_alpha   89.91214578
_cell_angle_beta   89.53591848
_cell_angle_gamma   89.60754667
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdBeSi
_chemical_formula_sum   'Nd2 Be2 Si2'
_cell_volume   117.23659817
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.01522314  0.20847510  0.56109101  1
  Be  Be1  1  0.51197863  0.70854455  0.56336713  1
  Si  Si2  1  0.01348169  0.70873213  0.37758067  1
  Si  Si3  1  0.51478964  0.20906962  0.74628162  1
  Nd  Nd4  1  0.51439661  0.20911959  0.24826114  1
  Nd  Nd5  1  0.01338252  0.70876116  0.87651026  1
"
"Full Formula (Ce1 Dy2 Ho1 Sb4)
Reduced Formula: CeDy2HoSb4
abc   :   4.471297   7.691340   7.699989
angles: 109.269427  89.749539  89.795042
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sb    0.719359  0.085902  0.047899
  1  Dy    0.219608  0.338388  0.295571
  2  Sb    0.219835  0.083432  0.540303
  3  Ce    0.719639  0.337851  0.795447
  4  Dy    0.219597  0.838547  0.795983
  5  Sb    0.719765  0.590315  0.543794
  6  Ho    0.719797  0.837805  0.295689
  7  Sb    0.21961   0.59259   0.050811","CeDy2HoSb4","('Ce', 'Dy', 'Ho', 'Sb')","0.9696831751611334","9","# generated using pymatgen
data_CeDy2HoSb4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.47129659
_cell_length_b   7.69133995
_cell_length_c   7.69998932
_cell_angle_alpha   109.26942664
_cell_angle_beta   89.74953950
_cell_angle_gamma   89.79504220
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CeDy2HoSb4
_chemical_formula_sum   'Ce1 Dy2 Ho1 Sb4'
_cell_volume   249.96362542
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  0.71935886  0.08590235  0.04789877  1
  Dy  Dy1  1  0.21960755  0.33838817  0.29557136  1
  Sb  Sb2  1  0.21983451  0.08343216  0.54030287  1
  Ce  Ce3  1  0.71963900  0.33785072  0.79544699  1
  Dy  Dy4  1  0.21959719  0.83854687  0.79598337  1
  Sb  Sb5  1  0.71976471  0.59031457  0.54379445  1
  Ho  Ho6  1  0.71979725  0.83780545  0.29568899  1
  Sb  Sb7  1  0.21961020  0.59258986  0.05081112  1
"
"Full Formula (Pr1 Cd4 Sn1)
Reduced Formula: PrCd4Sn
abc   :   5.987585   5.986069   5.994303
angles:  59.960975  59.970504  59.982163
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Pr    0.536489  0.706593  0.302368
  1  Cd    0.162361  0.331799  0.426045
  2  Cd    0.161552  0.332269  0.92762
  3  Cd    0.661046  0.33211   0.927462
  4  Sn    0.786513  0.957956  0.551876
  5  Cd    0.162255  0.830751  0.927715","PrCd4Sn","('Cd', 'Pr', 'Sn')","0.8759370910299946","9","# generated using pymatgen
data_PrCd4Sn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.98758508
_cell_length_b   5.98606878
_cell_length_c   5.99430323
_cell_angle_alpha   59.96097529
_cell_angle_beta   59.97050367
_cell_angle_gamma   59.98216284
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PrCd4Sn
_chemical_formula_sum   'Pr1 Cd4 Sn1'
_cell_volume   151.82157541
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  0.53648907  0.70659262  0.30236757  1
  Cd  Cd1  1  0.16236149  0.33179924  0.42604482  1
  Cd  Cd2  1  0.16155156  0.33226901  0.92761987  1
  Cd  Cd3  1  0.66104597  0.33211046  0.92746240  1
  Sn  Sn4  1  0.78651345  0.95795578  0.55187631  1
  Cd  Cd5  1  0.16225548  0.83075076  0.92771482  1
"
"Full Formula (Sm2 Tm1 Pd1)
Reduced Formula: Sm2TmPd
abc   :   3.639689   3.631719   8.317910
angles:  90.233329  90.286836  90.136278
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Tm    0.445463  0.698296  0.822265
  1  Sm    0.944948  0.198274  0.529253
  2  Sm    0.945437  0.199367  0.117997
  3  Pd    0.444855  0.699239  0.323048","Sm2TmPd","('Pd', 'Sm', 'Tm')","0.7067036840673833","9","# generated using pymatgen
data_Sm2TmPd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.63968928
_cell_length_b   3.63171871
_cell_length_c   8.31791019
_cell_angle_alpha   90.23332860
_cell_angle_beta   90.28683628
_cell_angle_gamma   90.13627844
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sm2TmPd
_chemical_formula_sum   'Sm2 Tm1 Pd1'
_cell_volume   109.94625646
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.44546321  0.69829583  0.82226533  1
  Sm  Sm1  1  0.94494796  0.19827364  0.52925348  1
  Sm  Sm2  1  0.94543660  0.19936708  0.11799655  1
  Pd  Pd3  1  0.44485494  0.69923860  0.32304794  1
"
"Full Formula (Ca1 Y1 Cd2)
Reduced Formula: CaYCd2
abc   :   3.837318   3.835737   7.612418
angles:  89.959021  90.010548  89.983815
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Y     0.774875  0.379784  0.871701
  1  Cd    0.274735  0.880199  0.637191
  2  Cd    0.27489   0.879322  0.107134
  3  Ca    0.775295  0.379447  0.372661","CaYCd2","('Ca', 'Cd', 'Y')","1.0","9","# generated using pymatgen
data_CaYCd2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.83731801
_cell_length_b   3.83573654
_cell_length_c   7.61241817
_cell_angle_alpha   89.95902137
_cell_angle_beta   90.01054832
_cell_angle_gamma   89.98381496
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaYCd2
_chemical_formula_sum   'Ca1 Y1 Cd2'
_cell_volume   112.04669821
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.77487516  0.37978390  0.87170058  1
  Cd  Cd1  1  0.27473459  0.88019884  0.63719147  1
  Cd  Cd2  1  0.27488995  0.87932152  0.10713401  1
  Ca  Ca3  1  0.77529490  0.37944731  0.37266058  1
"
"Full Formula (La2 Pr2 P1 I7)
Reduced Formula: La2Pr2PI7
abc   :   4.270865   8.756852  13.832158
angles:  98.859045  99.178725  90.014038
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  P     0.015989  0.377952  0.664594
  1  I     0.028448  0.891892  0.689079
  2  La    0.915382  0.333295  0.461023
  3  I     0.78523   0.263242  0.202899
  4  I     0.132484  0.424027  0.899996
  5  Pr    0.550813  0.191375  0.735147
  6  Pr    0.249531  0.991506  0.12808
  7  La    0.550671  0.601211  0.735415
  8  I     0.656015  0.962251  0.942996
  9  I     0.421672  0.598193  0.477188
 10  I     0.415806  0.065396  0.465281
 11  I     0.786999  0.775093  0.203732","La2Pr2PI7","('I', 'La', 'P', 'Pr')","0.6066726866959726","9","# generated using pymatgen
data_La2Pr2PI7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.27086539
_cell_length_b   8.75685226
_cell_length_c   13.83215809
_cell_angle_alpha   98.85904543
_cell_angle_beta   99.17872501
_cell_angle_gamma   90.01403848
_symmetry_Int_Tables_number   1
_chemical_formula_structural   La2Pr2PI7
_chemical_formula_sum   'La2 Pr2 P1 I7'
_cell_volume   504.43394820
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  P  P0  1  0.01598898  0.37795216  0.66459399  1
  I  I1  1  0.02844759  0.89189178  0.68907869  1
  La  La2  1  0.91538155  0.33329451  0.46102321  1
  I  I3  1  0.78522980  0.26324174  0.20289937  1
  I  I4  1  0.13248450  0.42402652  0.89999592  1
  Pr  Pr5  1  0.55081302  0.19137534  0.73514706  1
  Pr  Pr6  1  0.24953070  0.99150562  0.12807953  1
  La  La7  1  0.55067098  0.60121131  0.73541504  1
  I  I8  1  0.65601480  0.96225131  0.94299591  1
  I  I9  1  0.42167190  0.59819287  0.47718814  1
  I  I10  1  0.41580561  0.06539632  0.46528074  1
  I  I11  1  0.78699905  0.77509296  0.20373175  1
"
"Full Formula (Mn2 Be1 Cr3)
Reduced Formula: Mn2BeCr3
abc   :   2.852236   4.687950   5.656470
angles: 107.333383  90.003595 107.063275
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Be    0.077867  0.389021  0.897901
  1  Mn    0.413377  0.060874  0.576441
  2  Mn    0.743846  0.725475  0.732498
  3  Cr    0.408539  0.045015  0.067019
  4  Cr    0.747306  0.732196  0.242699
  5  Cr    0.080877  0.39669   0.404559","Mn2BeCr3","('Be', 'Cr', 'Mn')","0.7389562357649737","9","# generated using pymatgen
data_Mn2BeCr3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.85223556
_cell_length_b   4.68794972
_cell_length_c   5.65647030
_cell_angle_alpha   107.33338328
_cell_angle_beta   90.00359518
_cell_angle_gamma   107.06327483
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mn2BeCr3
_chemical_formula_sum   'Mn2 Be1 Cr3'
_cell_volume   68.70274073
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.07786684  0.38902074  0.89790112  1
  Mn  Mn1  1  0.41337702  0.06087353  0.57644147  1
  Mn  Mn2  1  0.74384636  0.72547513  0.73249799  1
  Cr  Cr3  1  0.40853921  0.04501500  0.06701875  1
  Cr  Cr4  1  0.74730551  0.73219603  0.24269888  1
  Cr  Cr5  1  0.08087731  0.39668956  0.40455908  1
"
"Full Formula (Y1 Er3)
Reduced Formula: YEr3
abc   :   4.999207   4.993840   4.996357
angles:  90.144830  90.063694  90.040676
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Y     0.231343  0.659853  0.397923
  1  Er    0.731381  0.659768  0.897973
  2  Er    0.730995  0.159851  0.397683
  3  Er    0.231065  0.160169  0.89798","YEr3","('Er', 'Y')","0.9548123498543291","9","# generated using pymatgen
data_YEr3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.99920725
_cell_length_b   4.99383996
_cell_length_c   4.99635744
_cell_angle_alpha   90.14482984
_cell_angle_beta   90.06369401
_cell_angle_gamma   90.04067628
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YEr3
_chemical_formula_sum   'Y1 Er3'
_cell_volume   124.73475997
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.23134322  0.65985328  0.39792323  1
  Er  Er1  1  0.73138148  0.65976822  0.89797348  1
  Er  Er2  1  0.73099506  0.15985054  0.39768252  1
  Er  Er3  1  0.23106548  0.16016911  0.89798003  1
"
"Full Formula (Mg1 Zn2 Cd2 Ag1)
Reduced Formula: MgZn2Cd2Ag
abc   :   3.028582   5.959417   6.620179
angles:  94.910615 102.888733  90.057287
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Zn    0.376972  0.128023  0.270657
  1  Cd    0.690858  0.191469  0.91007
  2  Mg    0.022048  0.904015  0.566542
  3  Ag    0.021913  0.403435  0.56755
  4  Zn    0.666967  0.681841  0.863601
  5  Cd    0.352759  0.618524  0.22474","MgZn2Cd2Ag","('Ag', 'Cd', 'Mg', 'Zn')","0.8025742936787115","9","# generated using pymatgen
data_MgZn2Cd2Ag
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.02858159
_cell_length_b   5.95941723
_cell_length_c   6.62017918
_cell_angle_alpha   94.91061493
_cell_angle_beta   102.88873281
_cell_angle_gamma   90.05728721
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgZn2Cd2Ag
_chemical_formula_sum   'Mg1 Zn2 Cd2 Ag1'
_cell_volume   116.02206649
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.37697220  0.12802343  0.27065668  1
  Cd  Cd1  1  0.69085819  0.19146913  0.91007012  1
  Mg  Mg2  1  0.02204818  0.90401518  0.56654161  1
  Ag  Ag3  1  0.02191275  0.40343514  0.56754977  1
  Zn  Zn4  1  0.66696715  0.68184149  0.86360103  1
  Cd  Cd5  1  0.35275891  0.61852360  0.22474034  1
"
"Full Formula (Li1 Cu1 Au2)
Reduced Formula: LiCuAu2
abc   :   3.582039   4.149056   4.138880
angles:  90.090735  90.103166  89.910418
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.229989  0.701462  0.377176
  1  Cu    0.22975   0.201174  0.876408
  2  Au    0.729166  0.701216  0.877437
  3  Au    0.728974  0.201243  0.376902","LiCuAu2","('Au', 'Cu', 'Li')","0.9371311118664547","9","# generated using pymatgen
data_LiCuAu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.58203896
_cell_length_b   4.14905639
_cell_length_c   4.13887978
_cell_angle_alpha   90.09073474
_cell_angle_beta   90.10316568
_cell_angle_gamma   89.91041774
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCuAu2
_chemical_formula_sum   'Li1 Cu1 Au2'
_cell_volume   61.51211745
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.22998926  0.70146209  0.37717587  1
  Cu  Cu1  1  0.22975019  0.20117402  0.87640792  1
  Au  Au2  1  0.72916603  0.70121551  0.87743658  1
  Au  Au3  1  0.72897440  0.20124291  0.37690169  1
"
"Full Formula (Gd1 Sn1 Sb1 As1 S2)
Reduced Formula: GdSnSbAsS2
abc   :   4.102607   4.110598  10.283954
angles:  90.183263  90.099969 119.968382
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Gd    0.397016  0.741772  0.213185
  1  Sb    0.730477  0.408234  0.542628
  2  As    0.397437  0.741379  0.701454
  3  Sn    0.064094  0.07299   0.884281
  4  S     0.730294  0.407734  0.061477
  5  S     0.064418  0.076894  0.364837","GdSnSbAsS2","('As', 'Gd', 'S', 'Sb', 'Sn')","0.6630612546853314","9","# generated using pymatgen
data_GdSnSbAsS2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.10260682
_cell_length_b   4.11059766
_cell_length_c   10.28395367
_cell_angle_alpha   90.18326331
_cell_angle_beta   90.09996915
_cell_angle_gamma   119.96838180
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdSnSbAsS2
_chemical_formula_sum   'Gd1 Sn1 Sb1 As1 S2'
_cell_volume   150.24099018
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.39701557  0.74177206  0.21318467  1
  Sb  Sb1  1  0.73047739  0.40823448  0.54262835  1
  As  As2  1  0.39743707  0.74137938  0.70145416  1
  Sn  Sn3  1  0.06409423  0.07298999  0.88428146  1
  S  S4  1  0.73029417  0.40773442  0.06147686  1
  S  S5  1  0.06441754  0.07689445  0.36483702  1
"
"Full Formula (Li1 Dy1 Rh2)
Reduced Formula: LiDyRh2
abc   :   4.623514   4.620959   4.622259
angles:  60.031015  60.071130  60.062473
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Dy    0.975177  0.875693  0.345115
  1  Li    0.475482  0.375948  0.845094
  2  Rh    0.725964  0.626481  0.095153
  3  Rh    0.225519  0.126187  0.595149","LiDyRh2","('Dy', 'Li', 'Rh')","0.8930852498282871","9","# generated using pymatgen
data_LiDyRh2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.62351410
_cell_length_b   4.62095904
_cell_length_c   4.62225866
_cell_angle_alpha   60.03101531
_cell_angle_beta   60.07113003
_cell_angle_gamma   60.06247294
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiDyRh2
_chemical_formula_sum   'Li1 Dy1 Rh2'
_cell_volume   69.91706981
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.97517747  0.87569308  0.34511515  1
  Li  Li1  1  0.47548202  0.37594813  0.84509426  1
  Rh  Rh2  1  0.72596419  0.62648058  0.09515297  1
  Rh  Rh3  1  0.22551888  0.12618737  0.59514940  1
"
"Full Formula (Dy7 Tm1 Ni2)
Reduced Formula: Dy7TmNi2
abc   :   6.547663   6.981352   6.995601
angles:  62.164706  77.644012  77.505974
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Dy    0.796233  0.151027  0.86972
  1  Dy    0.355098  0.916315  0.633595
  2  Tm    0.788024  0.183981  0.362334
  3  Dy    0.351584  0.44761   0.107469
  4  Ni    0.073217  0.297918  0.486785
  5  Dy    0.792724  0.682167  0.338163
  6  Dy    0.230111  0.962226  0.151192
  7  Dy    0.915184  0.637344  0.822417
  8  Dy    0.36084   0.415464  0.611777
  9  Ni    0.573473  0.798822  0.986891","Dy7TmNi2","('Dy', 'Ni', 'Tm')","0.7262236238222659","9","# generated using pymatgen
data_Dy7TmNi2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.54766286
_cell_length_b   6.98135159
_cell_length_c   6.99560118
_cell_angle_alpha   62.16470631
_cell_angle_beta   77.64401199
_cell_angle_gamma   77.50597372
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Dy7TmNi2
_chemical_formula_sum   'Dy7 Tm1 Ni2'
_cell_volume   273.70875541
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.79623306  0.15102728  0.86971951  1
  Dy  Dy1  1  0.35509750  0.91631526  0.63359541  1
  Tm  Tm2  1  0.78802425  0.18398139  0.36233354  1
  Dy  Dy3  1  0.35158440  0.44760999  0.10746922  1
  Ni  Ni4  1  0.07321663  0.29791817  0.48678517  1
  Dy  Dy5  1  0.79272383  0.68216658  0.33816323  1
  Dy  Dy6  1  0.23011102  0.96222597  0.15119232  1
  Dy  Dy7  1  0.91518414  0.63734448  0.82241654  1
  Dy  Dy8  1  0.36083958  0.41546410  0.61177731  1
  Ni  Ni9  1  0.57347316  0.79882193  0.98689145  1
"
"Full Formula (Cs3 Rb1 Tl1 I7)
Reduced Formula: Cs3RbTlI7
abc   :   6.804112   7.491257  12.718238
angles:  88.997064  89.641404  89.767674
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  I     0.511004  0.519021  0.110077
  1  Rb    0.005832  0.067281  0.577894
  2  I     0.01372   0.766438  0.31091
  3  I     0.027666  0.573477  0.659719
  4  Cs    0.517593  0.016922  0.211142
  5  I     0.506323  0.001668  0.540757
  6  Tl    0.011838  0.51208   0.083915
  7  Cs    0.507789  0.516348  0.433645
  8  I     0.010158  0.271138  0.31042
  9  Cs    0.516398  0.755156  0.825172
 10  I     0.011539  0.945107  0.982486
 11  I     0.99147   0.281799  0.841096","Cs3RbTlI7","('Cs', 'I', 'Rb', 'Tl')","0.8056887537915038","9","# generated using pymatgen
data_Cs3RbTlI7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.80411171
_cell_length_b   7.49125711
_cell_length_c   12.71823788
_cell_angle_alpha   88.99706427
_cell_angle_beta   89.64140390
_cell_angle_gamma   89.76767364
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs3RbTlI7
_chemical_formula_sum   'Cs3 Rb1 Tl1 I7'
_cell_volume   648.14870097
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  I  I0  1  0.51100403  0.51902092  0.11007706  1
  Rb  Rb1  1  0.00583231  0.06728066  0.57789421  1
  I  I2  1  0.01371999  0.76643848  0.31090990  1
  I  I3  1  0.02766627  0.57347697  0.65971905  1
  Cs  Cs4  1  0.51759279  0.01692190  0.21114178  1
  I  I5  1  0.50632322  0.00166845  0.54075700  1
  Tl  Tl6  1  0.01183787  0.51207972  0.08391476  1
  Cs  Cs7  1  0.50778860  0.51634753  0.43364507  1
  I  I8  1  0.01015796  0.27113751  0.31042039  1
  Cs  Cs9  1  0.51639801  0.75515646  0.82517207  1
  I  I10  1  0.01153947  0.94510669  0.98248607  1
  I  I11  1  0.99146992  0.28179872  0.84109586  1
"
